transaction_id,device_type,device_info,id_30,id_31,id_33
3079799,mobile,SM-G531H Build/LMY48B,,chrome 62.0 for android,
3079800,desktop,Windows,Windows 7,chrome 63.0,1280x1024
3079801,mobile,,,mobile safari 11.0,
3079802,mobile,,,mobile safari 11.0,
3079804,desktop,Windows,Windows 7,chrome 63.0,1280x1024
3079805,desktop,,,chrome 63.0,
3079807,mobile,,,mobile safari 11.0,
3079808,desktop,MacOS,Mac OS X 10_10_5,chrome 62.0,1440x900
3079809,mobile,iOS Device,iOS 11.2.1,mobile safari generic,2208x1242
3079812,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536
3079813,desktop,Windows,,chrome 63.0,
3079817,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2436x1125
3079818,mobile,,,mobile safari 10.0,
3079819,desktop,Windows,,chrome 63.0,
3079820,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,
3079821,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536
3079822,mobile,SM-S550TL,,chrome 62.0 for android,
3079824,desktop,Windows,Windows 8.1,chrome 62.0,1920x1080
3079825,mobile,SAMSUNG SM-G920T Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440
3079826,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536
3079827,desktop,Windows,Windows 10,chrome 63.0,1280x800
3079828,desktop,MacOS,Mac OS X 10_7_5,chrome 49.0,1600x900
3079829,desktop,Windows,,firefox 57.0,
3079830,desktop,Windows,,chrome 63.0,
3079831,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3079835,mobile,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,,chrome 63.0 for android,
3079838,desktop,Windows,Windows 7,chrome 61.0,1366x768
3079840,desktop,MacOS,Mac OS X 10_12,safari generic,1280x800
3079844,mobile,XT1650 Build/NCLS26.118-23-13-3,Android 7.1.1,chrome 63.0 for android,2560x1440
3079845,desktop,MacOS,Mac OS X 10_11_3,safari generic,2560x1600
3079847,desktop,Windows,Windows 10,edge 16.0,1366x768
3079848,desktop,Windows,,chrome 63.0,
3079849,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536
3079850,mobile,iOS Device,iOS 11.1.1,mobile safari 11.0,2048x1536
3079851,desktop,Trident/7.0,Windows 10,ie 11.0 for desktop,1366x768
3079852,desktop,Windows,Windows 10,chrome 63.0,
3079853,desktop,Windows,,chrome 63.0,
3079859,desktop,Windows,,chrome 62.0,
3079860,mobile,SM-G955U Build/NRD90M,Android 7.0,chrome 63.0 for android,
3079861,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3079863,desktop,,,chrome 63.0,
3079867,mobile,LG-H500 Build/LRX21Y,,chrome 63.0 for android,
3079868,desktop,,,safari generic,
3079869,desktop,Windows,Windows 10,chrome 63.0,
3079872,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079873,desktop,Windows,Windows 7,chrome 61.0,1366x768
3079874,desktop,rv:57.0,,firefox 57.0,
3079875,desktop,Windows,,chrome 63.0,
3079877,desktop,Windows,,chrome 63.0,
3079878,desktop,,,chrome 63.0,
3079879,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242
3079880,desktop,Windows,Windows 8,chrome 63.0,1366x768
3079881,desktop,,,safari generic,
3079885,desktop,,,chrome 63.0,
3079887,mobile,iOS Device,iOS 11.0.0,mobile safari 11.0,2208x1242
3079888,mobile,iOS Device,iOS 11.1.1,mobile safari 11.0,2048x1536
3079889,mobile,iOS Device,iOS 10.3.3,mobile safari 10.0,1334x750
3079890,desktop,Windows,Windows 7,chrome 61.0,1366x768
3079892,desktop,Windows,Windows 10,chrome 63.0,3000x2000
3079893,mobile,SM-A520F Build/NRD90M,,chrome 58.0 for android,
3079894,desktop,rv:11.0,,ie 11.0 for desktop,
3079895,desktop,Windows,,chrome 63.0,
3079902,mobile,SM-G610M Build/MMB29K,,chrome 62.0 for android,
3079905,desktop,Windows,Windows 10,firefox 57.0,1280x1024
3079906,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079910,desktop,,,chrome 63.0,
3079911,mobile,Moto G Play Build/MPIS24.241-15.3-7,,chrome 63.0 for android,
3079913,desktop,,,chrome 63.0,
3079914,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242
3079916,desktop,Windows,Windows 10,firefox 57.0,1920x1080
3079917,desktop,,,chrome 63.0,
3079918,desktop,Windows,Windows 7,chrome 61.0,1366x768
3079919,desktop,Windows,Windows 7,chrome 63.0,1600x900
3079921,desktop,,,chrome 63.0,
3079922,mobile,F3113 Build/33.3.A.1.97,,chrome 63.0 for android,
3079924,mobile,iOS Device,iOS 9.3.5,mobile safari 9.0,1024x768
3079925,mobile,iOS Device,iOS 11.0.3,mobile safari 11.0,1334x750
3079927,desktop,,,chrome 62.0,
3079928,mobile,,,mobile safari 11.0,
3079930,desktop,Windows,,chrome 63.0,
3079931,desktop,Windows,,chrome 63.0,
3079932,desktop,Windows,,chrome 63.0,
3079933,desktop,,,safari generic,
3079939,desktop,Windows,,chrome 62.0,
3079940,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079941,desktop,,,chrome 49.0,
3079942,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3079943,desktop,Windows,,chrome 63.0,
3079946,desktop,MacOS,Mac OS X 10_12_5,chrome 62.0,1440x900
3079949,desktop,Windows,,chrome 63.0,
3079950,desktop,Windows,Windows 10,chrome 63.0,
3079951,desktop,Windows,,chrome 62.0,
3079952,desktop,Trident/7.0,Windows 10,ie 11.0 for desktop,1366x768
3079954,desktop,MacOS,Mac OS X 10_12_6,safari generic,3360x2100
3079955,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079956,desktop,Windows,Windows 10,chrome 63.0,
3079957,mobile,,,mobile safari 11.0,
3079958,desktop,Windows,,firefox 57.0,
3079961,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079962,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,4096x2304
3079963,desktop,Windows,,chrome 62.0,
3079964,desktop,MacOS,Mac OS X 10_12_6,chrome 62.0,1366x768
3079965,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079968,desktop,Windows,,chrome 62.0,
3079969,desktop,Linux x86_64,Linux,firefox 57.0,1920x1080
3079971,desktop,Windows,,chrome 63.0,
3079972,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079973,desktop,Windows,,chrome 63.0,
3079974,mobile,iOS Device,iOS 10.0.2,mobile safari 10.0,1334x750
3079975,mobile,rv:57.0,,firefox,
3079976,mobile,iOS Device,iOS,mobile safari 9.0,1334x750
3079977,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 63.0 for android,
3079978,desktop,Windows,,chrome 63.0,
3079979,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3079981,desktop,Windows,,chrome 63.0,
3079982,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3079983,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2048x1536
3079987,desktop,MacOS,Mac OS X 10_12_6,safari generic,1440x900
3079988,mobile,iOS Device,iOS 11.0.3,mobile safari 11.0,2208x1242
3079990,desktop,Windows,,chrome 63.0,
3079991,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,1920x1080
3079993,desktop,,Linux,chrome 62.0,1366x768
3079994,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3079996,desktop,MacOS,Mac OS X 10_12_6,safari generic,2560x1440
3079998,desktop,Windows,Windows 10,chrome 63.0,1366x768
3079999,desktop,,,chrome 63.0,
3080004,mobile,HTC Desire 10 lifestyle Build/MMB29M,,chrome 60.0 for android,
3080006,desktop,,Linux,chrome,1920x1080
3080007,desktop,Windows,,chrome 63.0,
3080008,desktop,MacOS,Mac OS X 10_10_5,safari generic,1280x800
3080009,mobile,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome 62.0 for android,
3080010,desktop,Windows,,chrome 63.0,
3080011,desktop,MacOS,Mac OS X 10_13_2,safari generic,2880x1800
3080014,mobile,Lenovo K33b36 Build/MMB29M,,chrome 63.0 for android,
3080017,mobile,,,mobile safari 11.0,
3080018,mobile,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 6.2,
3080020,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3080023,mobile,iOS Device,iOS 11.1.2,mobile safari generic,1334x750
3080026,desktop,Windows,,chrome 63.0,
3080028,desktop,,,chrome 62.0,
3080029,desktop,Windows,,chrome 63.0,
3080030,desktop,MacOS,Mac OS X 10_10_5,safari generic,1366x768
3080032,mobile,SM-G955U Build/NRD90M,Android 7.0,chrome 63.0 for android,
3080033,mobile,SM-J700M Build/MMB29K,,chrome 63.0 for android,
3080036,mobile,HUAWEI G7-L03 Build/HuaweiG7-L03,,chrome 63.0 for android,
3080039,desktop,Windows,Windows 10,chrome 63.0,2736x1824
3080040,mobile,HUAWEI G7-L03 Build/HuaweiG7-L03,,chrome 63.0 for android,
3080041,desktop,Windows,,chrome 63.0,
3080042,mobile,iOS Device,iOS 10.3.2,chrome 63.0 for ios,2048x1536
3080044,mobile,iOS Device,iOS 10.3.3,mobile safari 10.0,2048x1536
3080046,desktop,Windows,Windows 10,chrome 63.0,3840x2160
3080047,desktop,Windows,,chrome 63.0,
3080048,mobile,HUAWEI G7-L03 Build/HuaweiG7-L03,,chrome 63.0 for android,
3080049,mobile,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 63.0 for android,
3080050,desktop,Windows,Windows 10,chrome 63.0,1366x768
3080051,desktop,Windows,Windows 10,edge 15.0,1920x1080
3080052,desktop,,,chrome 62.0,
3080054,desktop,Windows,,chrome 63.0,
3080056,desktop,MacOS,Mac OS X 10_13_2,safari generic,2880x1800
3080058,mobile,,,chrome 62.0 for ios,
3080059,desktop,MacOS,Mac OS X 10_13_2,safari generic,2880x1800
3080061,desktop,Windows,,chrome 63.0,
3080063,mobile,,,mobile safari 11.0,
3080066,mobile,iOS Device,iOS 10.3.3,mobile safari 10.0,1334x750
3080067,mobile,SM-G532M Build/MMB29T,,Samsung/SM-G532M,
3080069,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242
3080070,desktop,MacOS,Mac OS X 10_11_4,chrome 63.0,2560x1600
3080071,desktop,rv:57.0,,firefox 57.0,
3080073,mobile,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 63.0 for android,
3080074,mobile,SM-N900W8 Build/LRX21V,,chrome 62.0 for android,
3080076,mobile,,Android,chrome 63.0,1280x720
3080077,mobile,SM-G531H Build/LMY48B,,chrome 63.0 for android,
3080078,desktop,Windows,Windows 10,firefox 57.0,1920x1080
3080079,desktop,,,chrome 63.0,
3080080,mobile,Pixel,,,
3080081,desktop,Windows,,chrome 62.0,
3080082,mobile,rv:57.0,Android 7.0,Generic/Android 7.0,2560x1440
3080084,desktop,MacOS,Mac OS X 10_12,safari generic,1920x1080
3080085,desktop,,,chrome 63.0,
3080087,mobile,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,
3080088,mobile,es-us,,android webview 4.0,
3080089,mobile,LG-K410 Build/LRX22G,,chrome 62.0 for android,
3080090,mobile,SM-G532M Build/MMB29T,,Samsung/SM-G532M,
3080091,mobile,iOS Device,iOS 11.2.1,mobile safari generic,2208x1242
3080092,mobile,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,
3080094,mobile,,,mobile safari uiwebview,
3080095,mobile,A621R,Android 5.1.1,chrome 62.0 for android,1280x720
3080097,mobile,,,mobile safari uiwebview,
3080098,desktop,Windows NT 6.1,Windows 7,ie,1366x768
3080099,mobile,,,mobile safari uiwebview,
3080101,desktop,Windows,Windows 10,chrome 63.0,
3080103,mobile,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,
3080106,mobile,,,mobile safari uiwebview,
3080110,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2048x1536
3080112,mobile,,,mobile safari uiwebview,
3080114,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2436x1125
3080115,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242
3080117,desktop,Windows,,edge 16.0,
3080118,desktop,MacOS,Mac OS X 10_13_3,chrome 63.0,2560x1440
3080119,mobile,SM-J700M Build/MMB29K,,chrome 63.0 for android,
3080120,mobile,,,mobile safari 11.0,
3080124,desktop,Trident/7.0,,ie 11.0 for tablet,
3080125,mobile,SM-G935F Build/NRD90M,,chrome 63.0 for android,
3080126,mobile,iOS Device,iOS 11.0.1,mobile safari 11.0,2048x1536
3080127,mobile,iOS Device,iOS 11.0.1,mobile safari 11.0,2048x1536
3080128,mobile,Nexus,Android 7.1.1,chrome 63.0 for android,2562x1442
3080129,desktop,Windows,,chrome 63.0,
3080132,mobile,,,mobile safari uiwebview,
3080133,mobile,iOS Device,iOS 11.0.1,mobile safari 11.0,2048x1536
3080135,mobile,MotoG3-TE Build/MPDS24.65-33-1-30,,chrome 63.0 for android,
3080136,desktop,MacOS,Mac OS X 10_13_2,safari generic,2880x1800
3080140,mobile,LG-H500 Build/LRX21Y,,chrome generic,
3080141,desktop,Windows,,edge 15.0,
3080151,desktop,Windows,,firefox 57.0,
3080152,desktop,Windows,,firefox 57.0,
3080153,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2732x2048
3080156,mobile,iOS Device,iOS 10.3.3,mobile safari 10.0,2048x1536
3080157,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080158,desktop,MacOS,Mac OS X 10_12_6,chrome 63.0,1680x1050
3080159,desktop,MacOS,Mac OS X 10_10_5,safari generic,1920x1200
3080160,desktop,MacOS,Mac OS X 10_13_2,safari generic,5120x2880
3080162,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080163,desktop,Windows,,chrome 63.0,
3080164,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080165,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080166,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080167,desktop,Windows,,chrome 63.0,
3080168,mobile,F3213 Build/36.1.A.1.86,,chrome 63.0 for android,
3080169,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2001x1125
3080170,mobile,SM-J105B Build/LMY47V,,chrome 50.0 for android,
3080172,desktop,Windows,,chrome 63.0,
3080173,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080174,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080175,desktop,Windows,,chrome 63.0,
3080176,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080180,desktop,Windows,,chrome 63.0,
3080181,desktop,Windows,Windows 7,chrome 51.0,1600x900
3080182,mobile,Moto Z2 Play Build/NPSS26.118-19-6,,chrome 63.0 for android,
3080183,desktop,Windows,,chrome 63.0,
3080185,mobile,LG-H500 Build/LRX21Y,,chrome generic,
3080186,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2436x1125
3080187,mobile,Moto Z2 Play Build/NPSS26.118-19-6,,chrome 63.0 for android,
3080190,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2436x1125
3080192,desktop,Windows,Windows 8.1,chrome 62.0,1920x1080
3080193,mobile,F3213 Build/36.1.A.1.86,,chrome 63.0 for android,
3080194,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2208x1242
3080195,desktop,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1920x1080
3080196,mobile,F3213 Build/36.1.A.1.86,,chrome 63.0 for android,
3080197,mobile,F3213 Build/36.1.A.1.86,,chrome 63.0 for android,
3080201,desktop,Windows,,chrome 63.0,
3080203,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2001x1125
3080205,mobile,F3213 Build/36.1.A.1.86,,chrome 63.0 for android,
3080206,mobile,SM-G920T Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440
3080208,desktop,MacOS,Mac OS X 10_12_6,safari generic,2880x1800
3080209,desktop,Windows,,chrome 63.0,
3080210,mobile,,,mobile safari 11.0,
3080211,mobile,,,mobile safari 11.0,
3080213,desktop,Windows,Windows 10,chrome 63.0,1280x1024
3080214,desktop,Windows,,chrome 63.0,
3080215,desktop,Windows,,chrome 62.0,
3080216,mobile,,,mobile safari 11.0,
3080218,mobile,ONE TOUCH 4033A Build/JDQ39,,chrome 51.0 for android,
3080219,desktop,Trident/7.0,Windows 10,ie 11.0 for desktop,1366x768
3080222,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750
3080224,mobile,iOS Device,iOS 10.3.3,mobile safari 10.0,1334x750
3080225,mobile,SM-G900M Build/LRX21T,,chrome 63.0 for android,
3080226,desktop,Trident/7.0,Windows 8.1,ie 11.0 for desktop,
3080229,mobile,iOS Device,iOS 11.2.1,chrome 63.0 for ios,2048x1536
3080230,desktop,Trident/7.0,Windows 10,ie 11.0 for tablet,1600x900
3080231,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242
3080232,desktop,Windows,Windows 7,firefox 57.0,1366x768
3080236,desktop,rv:57.0,Mac OS X 10.13,firefox 57.0,5120x2880
3080239,mobile,SM-G950F Build/NRD90M,,chrome 63.0 for android,
3080240,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080
3080241,mobile,Moto C Plus Build/NRD90M.05.022,,chrome 63.0 for android,
3080242,mobile,E2306 Build/26.1.A.3.111,,chrome generic,
3080247,mobile,SAMSUNG SM-N950F Build/NMF26X,,samsung browser 6.2,
3080249,desktop,Trident/7.0,Windows 10,ie 11.0 for tablet,1600x900
3080250,mobile,iOS Device,iOS 10.3.3,mobile safari 10.0,2001x1125
3080251,desktop,Windows,,chrome 63.0,
3080253,desktop,Trident/7.0,Windows 10,ie 11.0 for tablet,1600x900
3080255,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,1920x1080
3080257,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3080258,desktop,Trident/7.0,Windows 8.1,ie 11.0 for desktop,
3080261,desktop,MacOS,Mac OS X 10_9_5,safari generic,1440x900
3080265,desktop,,,chrome 63.0,
3080266,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1136x640
3080267,mobile,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 4.0,
3080269,desktop,,,chrome 63.0,
3080271,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1200
3080273,mobile,SM-G925V Build/NRD90M,,chrome 63.0 for android,
3080275,desktop,Windows,,chrome 63.0,
3080276,desktop,MacOS,Mac OS X 10_12_3,safari generic,2560x1600
3080281,desktop,Windows,,chrome 63.0,
3080285,desktop,Trident/7.0,Windows 8.1,ie 11.0 for desktop,
3080286,desktop,rv:54.0,Mac OS X 10.12,firefox,1920x1080
3080288,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3080289,mobile,iOS Device,iOS 11.2.1,mobile safari generic,2436x1125
3080293,,,,,
3080295,desktop,MacOS,Mac OS X 10_12_3,chrome 62.0,2880x1800
3080296,desktop,rv:57.0,,firefox 57.0,
3080297,mobile,SM-G930F Build/NRD90M,,chrome 63.0 for android,
3080299,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080300,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242
3080301,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2224x1668
3080302,desktop,Windows,,chrome 63.0,
3080303,desktop,Windows,Windows 10,edge 16.0,1920x1080
3080304,desktop,Windows,Windows 10,edge 16.0,1920x1080
3080305,desktop,Windows,Windows 10,edge 16.0,1920x1080
3080306,desktop,rv:57.0,Mac OS X 10.11,firefox 57.0,1440x900
3080308,desktop,rv:58.0,Mac OS X 10.11,firefox generic,2560x1600
3080311,mobile,LG-D693n Build/LRX22G,,chrome 61.0 for android,
3080312,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1366x768
3080314,desktop,Windows,,chrome 63.0,
3080315,desktop,Windows,,chrome 63.0,
3080316,desktop,MacOS,Mac OS X 10_12_6,chrome 63.0,2880x1800
3080317,desktop,Windows,,chrome 63.0,
3080318,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2048x1536
3080320,desktop,Windows,,chrome 63.0,
3080321,desktop,,,chrome 63.0,
3080322,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750
3080323,desktop,Windows,,chrome 63.0,
3080324,mobile,SM-A300H Build/LRX22G,,chrome 63.0 for android,
3080325,mobile,F3113 Build/33.3.A.1.97,,chrome 63.0 for android,
3080326,desktop,rv:52.0,Mac OS X 10.13,firefox 52.0,1440x900
3080328,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080332,desktop,Windows,,chrome 63.0,
3080333,desktop,Trident/7.0,,ie 11.0 for desktop,
3080334,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,1280x800
3080335,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242
3080336,desktop,Windows,,chrome 63.0,
3080337,desktop,Windows,,chrome 63.0,
3080338,desktop,,Linux,,1536x864
3080341,mobile,LG-X230 Build/MRA58K,,chrome 61.0 for android,
3080342,desktop,rv:57.0,Mac OS X 10.9,firefox 57.0,2880x1800
3080343,desktop,Windows,Windows 10,chrome 63.0,1600x900
3080346,mobile,LG-H810/H81022f,Android 6.0,android webview 4.0,2560x1440
3080348,mobile,iOS Device,iOS 11.1.0,mobile safari 11.0,2208x1242
3080349,desktop,MacOS,Mac OS X 10_12_6,chrome 62.0,3360x2100
3080350,desktop,MacOS,Mac OS X 10_12_6,chrome 62.0,3360x2100
3080352,mobile,iOS Device,iOS 11.2.1,mobile safari generic,2208x1242
3080355,mobile,SM-G935T Build/NRD90M,Android 7.0,chrome 63.0 for android,2562x1442
3080356,desktop,Windows,Windows 7,ie 11.0 for desktop,1680x1050
3080357,mobile,SM-G920I Build/NRD90M,,chrome 62.0 for android,
3080358,mobile,SM-G900V Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1920x1080
3080360,desktop,Trident/7.0,Windows 10,ie 11.0 for desktop,
3080362,desktop,Windows,Windows 10,edge 16.0,
3080364,desktop,Windows,Windows 10,edge 16.0,
3080365,desktop,MacOS,Mac OS X 10_13_1,safari generic,2560x1600
3080366,desktop,MacOS,Mac OS X 10_13_1,safari generic,2560x1600
3080367,desktop,MacOS,Mac OS X 10_13_1,safari generic,2560x1600
3080370,desktop,MacOS,Mac,chrome 61.0,1440x900
3080371,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1440
3080372,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1440
3080374,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1440
3080376,desktop,Windows,Windows 10,chrome 63.0,1600x900
3080382,desktop,Windows,Windows 10,chrome 63.0,1600x900
3080383,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3080385,desktop,Windows,Windows 10,chrome 63.0,1600x900
3080387,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080390,desktop,Windows,Windows 7,chrome 63.0,1680x1050
3080391,desktop,Windows,Windows 10,edge 16.0,
3080392,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2048x1536
3080394,mobile,F5121 Build/34.3.A.0.252,,chrome 63.0 for android,
3080395,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2208x1242
3080399,desktop,MacOS,Mac OS X 10_11_6,safari generic,1440x900
3080403,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080404,mobile,iOS Device,iOS 10.2.1,mobile safari 10.0,1334x750
3080406,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080407,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,1334x750
3080409,mobile,iOS Device,iOS 10.2.1,mobile safari 10.0,1334x750
3080410,mobile,iOS Device,iOS 11.0.3,mobile safari 11.0,2208x1242
3080411,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,1334x750
3080412,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080413,desktop,Trident/7.0,Windows 10,ie 11.0 for tablet,1920x1080
3080416,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,1334x750
3080417,,,,,
3080418,desktop,Windows,Windows 8.1,chrome 63.0,1920x1080
3080419,mobile,iOS Device,iOS 11.2.0,mobile safari 11.0,2208x1242
3080421,desktop,Windows,Windows 10,edge 16.0,
3080422,desktop,Windows,Windows 7,chrome 63.0,1920x1200
3080424,desktop,Windows,Windows 7,chrome 63.0,1920x1200
3080426,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,1334x750
3080427,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,
3080429,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,
3080430,desktop,Windows,,chrome 63.0,
3080431,mobile,iOS Device,iOS 11.1.0,mobile safari 11.0,2208x1242
3080434,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3080436,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,2208x1242
3080437,desktop,Windows,,firefox 57.0,
3080439,mobile,iOS Device,iOS 11.1.0,mobile safari 11.0,2048x1536
3080440,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242
3080442,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3080444,mobile,iOS Device,iOS 11.1.1,mobile safari 11.0,2208x1242
3080446,desktop,Windows,Windows XP,chrome 49.0,1024x768
3080447,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2208x1242
3080448,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080449,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3080450,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3080451,desktop,MacOS,Mac OS X 10_11_4,safari generic,1280x800
3080453,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3080454,desktop,Trident/7.0,Windows 10,ie 11.0 for desktop,1280x1024
3080455,mobile,Pixel 2 Build/OPM1.171019.011,Android 8.1.0,chrome 63.0 for android,
3080456,desktop,MacOS,Mac OS X 10_11_6,safari generic,2560x1600
3080457,desktop,Trident/7.0,Windows 10,ie 11.0 for desktop,1280x1024
3080458,desktop,MacOS,Mac OS X 10_11_6,safari generic,2560x1600
3080459,desktop,MacOS,Mac OS X 10_11_6,safari generic,5120x2880
3080461,desktop,,Linux,chrome 62.0,1366x768
3080463,desktop,MacOS,Mac OS X 10_12_6,chrome 63.0,1280x800
3080464,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,2001x1125
3080466,desktop,Windows,Windows 10,edge 14.0,1680x1050
3080467,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,2732x2048
3080469,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080
3080470,mobile,iOS Device,iOS 11.1.2,mobile safari 11.0,1334x750
3080471,desktop,Windows,Windows 10,chrome 63.0,1728x972
3080472,desktop,,,chrome 63.0,
3080474,desktop,MacOS,Mac OS X 10_11_6,safari generic,5120x2880
3080478,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1366x768
3080481,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080
3080482,mobile,,,mobile safari 11.0,
3080483,mobile,iOS Device,iOS 11.2.1,mobile safari 11.0,1334x750
3080486,desktop,MacOS,Mac OS X 10_13_2,safari generic,2048x1280
3080489,desktop,MacOS,Mac OS X 10_12_6,safari generic,1600x900
3080490,desktop,MacOS,Mac OS X 10_10_5,safari generic,2880x1800
3080491,desktop,MacOS,Mac OS X 10_13_1,safari generic,1920x1080
